text,summary
"user:  may i please have information about a train to stevenage , leaving on tuesday ? </s><s> agent:  certainly . is cambridge your departure point ? </s><s> user:  yes , please . </s><s> agent:  do you have a certain time you would like to leave after or arrive by ? </s><s> user:  any that leave after 08:00 would be fine . i 'll need a booking for 5 people , please . </s><s> agent:  you are booked for the tr4546 train . your reference number is ref and 64 gpb will be due at the station . is there anything else ? </s><s> user:  i would also like a moderate -ly priced place to stay . </s><s> agent:  is there a certain area that you perfer ? maybe free parking or wifi ? </s><s> user:  free wifi and 4 stars please </s><s> agent:  i have the guest house called avalon available . it has 4 stars and is moderate -ly priced . it 's in the north . would you like me to book this ? </s><s> user:  sounds great . i would like to make a reservation for saturday . </s><s> agent:  i would be happy to book this for you . will you be booking for 5 people ? </s><s> user:  yes for 5 people and 3 nights . </s><s> agent:  your booking was successful . the reference number is ref . can i help with anything else today ? </s><s> user:  no , thank you , that 's all i need . thanks for your help ! </s><s> agent:  thank you for calling . please let us know if we can be of assistance in the future . have a great trip ! goodbye .",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get the reference number.
"user:  i am need a cheap place to stay that has free parking . </s><s> agent:  there are several in that priced range . is there a certain area you would like to stay in ? </s><s> user:  i would really like to stay in a guest house . what do you have available ? </s><s> agent:  how about alexander bed and breakfast ? they are lovely </s><s> user:  sure . can you book it for 5 people for 2 nights starting saturday ? i also need the reference number . </s><s> agent:  i have made those reservations and your reference number is ref . </s><s> user:  thank you . i am also looking for a train that departs from cambridge after 19:30 . </s><s> agent:  where will you be heading and on what day please ? </s><s> user:  going to broxbourne on monday . </s><s> agent:  tr2292 leaves cambridge at 20:01 and arrives at 21:01 , will that train work for you ? </s><s> user:  yes , it will . can you book 5 tickets for me please ? </s><s> agent:  okay , 5 tickets have been booked ! your reference number is ref . can i be of any further help ? </s><s> user:  no thank you that is all i need today . </s><s> agent:  it was a pleasure to help . have a good day . goodbye .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the cheap price range and should include free parking.  once you find the hotel you want to book it for and starting from.  if the booking fails how about.  make sure you get the reference number.
"user:  i am looking for information in cambridge </s><s> agent:  i need some more specifics to help you . what type of information do you need ? </s><s> user:  i am looking for a guest house in the north . i would like it to be expensive and include free wifi . </s><s> agent:  i was unable to find any matching place -s for that . </s><s> user:  what about 1 in the moderate price range ? </s><s> agent:  yes i have 8 guest house available in the moderate price range . will you require free parking and wifi ? </s><s> user:  yes i do need the free wifi . </s><s> agent:  might i recommend the acorn guest house ? it meets your criteria . would you like to make a booking ? </s><s> user:  yes , that would be good . can you just let me know the star rating of the hotel , whether they have free parking , and address ? thanks </s><s> agent:  sure ! the acorn guest house is a 4 star hotel with free parking and the address is 154 chesterton road . </s><s> user:  i also need to find a train for friday going to cambridge from norwich and leaving after 15:15 . </s><s> agent:  tr8365 leaves norwich at 16:16 and will arrive in cambridge at 17:35 . would you like me to book you tickets for that train ? </s><s> user:  no need to book the tickets i just needed the info . that s all i needed thanks </s><s> agent:  can i help you with anything else ? </s><s> user:  no , that will be all . thank you ! </s><s> agent:  you 're very welcome ! have a great day !","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the north and should include free wifi.  once you find the hotel you want to book it for and starting from.  if the booking fails how about.  make sure you get star of the hotel, whether they have free parking,"
"user:  looking for place -s to go in town . the attraction should be in the type of museum </s><s> agent:  we have tons of museums to choose from . did you have a specific area in mind ? </s><s> user:  how about centre ? </s><s> agent:  the primavera is a museum type attraction in centre . would you like more information ? </s><s> user:  yes , i also need the entrance fee and the number . </s><s> agent:  the primavera 's entrance fee is free , its phone number is 01223357708 </s><s> user:  i also need to find a guest house in the moderate price range that is rated by 2 stars and will include free wifi . </s><s> agent:  we do nt have that guest house within your price range . can we try any other ? </s><s> user:  rather than a guest house , do you have a hotel that meets those specification -s ? </s><s> agent:  there are no 2 hotel -s in the centre , but 2 star in the north , are you interested in those ? </s><s> user:  how about a hotel instead of a guest house ? </s><s> agent:  how about lovell lodge . it 's a hotel in the north with a 2 star rating with a moderate price range . can i book this for you ? </s><s> user:  no i just need an address . </s><s> agent:  lovell lodge is located at 365 milton road . the postcode is cb41sr . </s><s> user:  is that a hotel or a guest house ? </s><s> agent:  lovell lodge is a hotel in the north in the moderate price range and a 2 star rating . would you like a reservation ? </s><s> user:  no , get me their address instead . </s><s> agent:  sure . lovell lodge is located on 365 milton road . is there anything else i can help you with ? </s><s> user:  no , that is all for today . </s><s> agent:  you 're welcome , have a great day !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to dine. the restaurant should be in the centre and should serve food.  make sure
"user:  yes , hi . i am looking for a train to get me out of cambridge to someplace fun . can you help me with that ? </s><s> agent:  of course ! do you know your destination ? </s><s> user:  yes , i would like to go to peterborough . i want to travel on friday and get there by 21:30 . </s><s> agent:  is there a time you would like to leave ?",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get the reference number.
"user:  i need a train to cambridge please . i plan to leave out on tuesday </s><s> agent:  sure , no problem . where are you heading in from ? </s><s> user:  i am leaving peterborough . </s><s> agent:  what time do you need to travel ? </s><s> user:  i need to leave after 14:15 </s><s> agent:  1 departs 14:19 at peterborough , or there is also a later 14:48 that leaves at tr9964 . do either of these suit your needs ? </s><s> user:  um , the 1 at 14:48 please . could you book it for 6 people ? </s><s> agent:  your train is book it will cost 99 gbp and payable at station . your reference number is ref . anything else you may need ? </s><s> user:  yes . i am looking for a restaurant called gourmet burger kitchen . can you tell me the price range and area that 's in ? </s><s> agent:  i sure can . gourmet burger kitchen is on the expensive side and it 's located in the center area of town . anything else today ? </s><s> user:  no , that 's it . thanks for your help . goodbye . </s><s> agent:  thank you for using the cambridge towninfo centre . goodbye",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get the reference number.
"user:  i need a palce to stay that has free wifi but in the moderate price range . </s><s> agent:  there are 17 results . can i narrow that down by a certain area ? </s><s> user:  not really , but it should have 4 stars and be in a guest house . </s><s> agent:  i would recommend home from home , which is located in the north part of town at 78 - 80 milton road . would you be interested in booking a room ? </s><s> user:  that sounds great . i would like to book that for 3 people and 2 nights starting from sunday . </s><s> agent:  okay , i have booked your guest house for 2 days starting on sunday . your reference number is ref . is there anything i can help you with ? </s><s> user:  no , that is all i need today . thank you . </s><s> agent:  you are most welome",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should include free wifi and should be in the moderate price range.  once you find the hotel you want to book it for and starting from.  if the booking fails how about.  make sure you get the reference number.
"user:  can you help me find a train for wednesday , heading into cambridge ? </s><s> agent:  i have 5 trains that meet your criteria . </s><s> user:  i am departing from london liverpool street and would like to leave after 16:15 . does this help ? </s><s> agent:  the tr2232 train is available . it departs wednesday at 17:39 from london liverpool to cambridge . would you like me to book you a ticket ? </s><s> user:  yes please book me a ticket . </s><s> agent:  just to clarify , would that be just 1 ticket or multiple tickets ? </s><s> user:  oh wait , before booking i would like to know what the arrival time and travel time is on that train . </s><s> agent:  it will arrive by 19:07 . do you need tickets ? </s><s> user:  i need to know the travel time before booking . </s><s> agent:  the travel time is 88 minutes . </s><s> user:  thanks , i actually do n't want to book just yet . i do need a place to stay though . could you please suggest a hotel in a moderate price range ? </s><s> agent:  i found few hotel for you but before i make a reservation , do prefer it have internet or parking option ? </s><s> user:  yes , it will need to have free parking and free internet please </s><s> agent:  do you have a specific area you want to stay in ? </s><s> user:  yes , i am looking for something in the north . </s><s> agent:  i see 9 options here . do you prefer a guest house or a hotel ? </s><s> user:  i think i would like a moderate -ly priced hotel , please . </s><s> agent:  i have 2 in that area . they are ashley hotel and lovell lodge . would you like me to make reservations for 1 of these ? </s><s> user:  i like the sound of the lovell lodge . </s><s> agent:  great , would you like me to book it for you ? </s><s> user:  yes please . there will be 7 people staying for 4 nights </s><s> agent:  i have you booked as requested starting on wednesday , the reference number is ref any other questions today ? </s><s> user:  that is everything , thank you for your assistance . </s><s> agent:  i hope you enjoy your stay . contact us anytime . goodbye .",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get arrival time and travel time.
"user:  hey , i am looking for a cheap place to dine with indian cuisine preferably ! </s><s> agent:  how about royal spice ? that 's in the north part of town . </s><s> user:  sure , i would like to try it , can you help me book a table for 4 people ? </s><s> agent:  i can . what day and time will you be dining ? also , how many people will be in your party ? </s><s> user:  4 people at 17:45 on monday . by the way , i need a hotel too , is that something you can help me out with ? </s><s> agent:  i have reserved . reference number is : ref . </s><s> user:  great , thanks ! can you also help me find somewhere to stay ? </s><s> agent:  i can definitely help you with that ! do you have an area or price range in mind ? </s><s> user:  please find me a htel in a moderate price range , no need for internet . the area does n't matter . </s><s> agent:  i have many options available in the moderate price range . are looking for a hotel or guest house ? </s><s> user:  i would like a hotel please . </s><s> agent:  i have 3 to choose from . 2 in the north and 1 in the center all moderate -ly priced . any preference ? </s><s> user:  how about the center . book it for 3 nights from monday for 4 people . </s><s> agent:  there is a moderate -ly priced place named cityroomz in the centre . would you like me to book it for you ? </s><s> user:  no thank you that will be all </s><s> agent:  ok thanks and enjoy your stay . </s><s> user:  actually i changed my mind . i do want to book the hotel . </s><s> agent:  booking was successful . reference number is : ref . </s><s> user:  thank you very much . </s><s> agent:  you 're welcome ! have a great day !",you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should be in the cheap price range and should serve food.  once you find the restaurant you want to book a table for at on.  make sure you get the reference number.
"user:  i need some information on cambridge . i am looking for place -s to go in town . </s><s> agent:  how about all saints church ? it has free admission . </s><s> user:  sure , could you send me the postcode ? is that a architecture ? </s><s> agent:  yes it is architecture . the post code is cb58bs . can i help with anything else ? </s><s> user:  i would like a hotel in the same area as all saints church . </s><s> agent:  we have the leverton house at newmarket road with postcode cb58rs . it is cheap -ly priced . is that okay for you ? </s><s> user:  that 's it thank you </s><s> agent:  you 're welcome . can i help you with anything else today ? </s><s> user:  i am looking for a place to stay . </s><s> agent:  what area would you like ? </s><s> user:  i would like to book at the leverton house as stated before . i need a room booked for 6 and 3 nights starting from tuesday . </s><s> agent:  booking was successful . reference number is : ref . </s><s> user:  thank you so much . that 's all i need today . </s><s> agent:  thank you for using our service . have a great day !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the same area as the place and should include free parking.  make sure you get postcode.
"user:  i am looking for a place to stay . the hotel should be in the type of hotel and should have a star of 4 . </s><s> agent:  you have 3 options : the cambridge belfry , which is inexpensive , the huntingdon marriott , which is expensive , both in the west , or university arms , an expensive hotel in the centre . </s><s> user:  do any of them have free wifi ? </s><s> agent:  all 3 of them offer both free parking and free wifi . did you prefer the west or centre ? </s><s> user:  i really do n't care you choose </s><s> agent:  i recommend the university arms hotel , on regent street in the city centre . would you like me to book it for you ? </s><s> user:  could i have the area and postcode . </s><s> agent:  as i said , univeristy arms hotel is in the centre . it 's postcode is cb21ad . would you like a room ? </s><s> user:  no thanks . i do need the area and address of ballare please , minus the attitude . </s><s> agent:  my apologies . the ballare is at heidelberg garders , lion yard cb23na . their phone number is 01223364222 </s><s> user:  that should be all i need . thank you for your help . </s><s> agent:  we hope you have a pleasant stay !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to stay. the hotel should be in the type of hotel and should have a star of 4
"user:  i am looking for place -s to go in town . the attractions should be in the centre . </s><s> agent:  there are many things to do in a centre . are you most interested in a museum , a church , a college , or something else ? </s><s> user:  book me for a college and entrance fee , attraction type , and postcode </s><s> agent:  downing college is a college , it is free . postcode : cb21dq . </s><s> user:  i also am looking for a hotel in cambridge . </s><s> agent:  what preference would you have in relation to price , area or amenities . </s><s> user:  i would like a guest house in the moderate price range that has free parking & wifi . </s><s> agent:  what about archway house in the north ? </s><s> user:  that sounds nice , i need to arrive on sunday , i will have 8 total guests and we are staying for 4 nights . </s><s> agent:  booking was successful . reference number is : ref . is therebany other way i can be of help ? </s><s> user:  thank you ! will you please book me a taxi between the 2 place -s , leaving at 01:45 ? </s><s> agent:  i have booked your taxi . you will be awaiting a yellow toyota . if you need to contact the driver for any reason , the number is 07039085605 . </s><s> user:  thank you that was all i needed . </s><s> agent:  thank you for using our services . have all of your needs been met today ? </s><s> user:  yes , that is all . goodbye . </s><s> agent:  your welcome , it was my pleasure . have a great day . goodbye","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to dine. the restaurant should be in the centre and should serve food.  make sure you get price, area,"
"user:  hi , i am planning a trip and could use some advice on a place to stay . </s><s> agent:  sure . what is your price range and what side of town will you be interested in ? </s><s> user:  i would like a moderate price hotel in cambridge . </s><s> agent:  i have some moderate priced hotel -s in the north and center . do you have a location preference ? </s><s> user:  i am not concerned about the area but it does n't need to include internet . </s><s> agent:  there are 2 ashley hotel hotel -s in the north part of town . 2 star and lovell lodge . both include free internet and parking . do you have a preference ? </s><s> user:  either 1 is fine . i need to book it for 5 nights on wednesday . there are 4 people . </s><s> agent:  i will work on that and be back with you in a moment .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the moderate price range and does not need to include internet.  once you find
"user:  cambridge has a college that is in the centre . i would like to know more </s><s> agent:  there are 1 colleges in the centre area of cambridge . did you have a particular 13 in mind ? </s><s> user:  no , but can you tell me the address for the best 1 to visit ? </s><s> agent:  sure , christ 's college is on saint andrew 's street and the postcode is cb23bu . </s><s> user:  thanks . could you also help me find a place to eat ? </s><s> agent:  sure ! what kind of food do you want ? </s><s> user:  i would like gastropub food . </s><s> agent:  what about royal standard ? it 's lovely </s><s> user:  is that in the moderate price range ? </s><s> agent:  it is in the expensive range . however , the cow pizza kitchen and bar is in the moderate range . </s><s> user:  sure , that works . what is the area , postcode and phone number for the cow pizza kitchen and bar ? </s><s> agent:  01223308871 is the number and the postcoade and address is cb23qf corn exchange street </s><s> user:  thanks so much ! </s><s> agent:  is there anything else i can help you with today ? </s><s> user:  no that was all i needed . thank you so much . </s><s> agent:  you 're welcome , have a great day !","you are planning your trip in cambridge.  you are looking for a particular college. its name is called.  make sure you get address, postcode, and phone number."
"user:  i am looking for colleges to visit in town while i am visiting . can you help me with that ? </s><s> agent:  we have listings for several colleges . what area would you like to visit ? </s><s> user:  i would welcome a recommendation from you . please provide me with their entrance fee . </s><s> agent:  christ 's college is free . </s><s> user:  can you give me the address for that college ? </s><s> agent:  their address is saint andrew 's street </s><s> user:  i am also looking for a particular restaurant , the cow pizza kitchen and bar . </s><s> agent:  sure i have found them , would you like me to make a reservation ? </s><s> user:  what type of cuisine is it ? can i also get a price and phone number ? </s><s> agent:  it is a gastro pub with a moderate price range . their phone number is 01223308871 . is there anything else i can do for you ? </s><s> user:  nope that 's it thanks </s><s> agent:  have a great visit !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a particular college. its name is called.  make sure you get price and phone number.
"user:  hi , could you help me find a museum to visit ? any recommendation would be great . </s><s> agent:  may i recommend cafe jello gallery on the west side . </s><s> user:  can have the postcode and address please ? </s><s> agent:  sure ! their address is 13 magdalene street . their postcode is cb30af . is there anything else i can help you with today ? </s><s> user:  i am also looking for information on trains that leave after 21:00 and go to cambridge . </s><s> agent:  from where are you leaving and on which day ? </s><s> user:  i am leaving on monday from birmingham new stree </s><s> agent:  there are 21 trains available . did you have an arrival or departure date and time in mind ? </s><s> user:  i would like to leave birmingham new street after 21:00 on monday , and go to cambridge . </s><s> agent:  there is a train that leaves 12:40 . </s><s> user:  is that the earliest train you have after 21:00 ? </s><s> agent:  the earliest train to leave after 21:00 is tr8406 at 21:40 . would you like to book this train ? </s><s> user:  can you tell me the arrival time for that train and the total travel time ? </s><s> agent:  it arrives at 24:23 after a total travel time of 163 minutes . </s><s> user:  thanks so much ! oh , wow it 's late . i need to run . thanks . bye ! </s><s> agent:  thanks ! have a great day !","you are planning your trip in cambridge.  you are looking for a particular museum. its name is called.  make sure you get postcode, address, and postcode."
"user:  i am looking for someplace fun to visit in town . </s><s> agent:  well , there 's lots of fun things to do including boats , museums , sports complexes , architecture , cinema and theaters . do you have something specific in mind ? </s><s> user:  hmm , i am not sure . can you pick 1 for me ? i need it to be in the city centre . i need a phone number , postcode , and attraction type . </s><s> agent:  the cambridge corn exchange is a theatre . postcode is cb23qe and phone number is 01223357851 . </s><s> user:  can you find a restaurant by the name of sitar tandoori ? </s><s> agent:  sure ! it 's an indian restaurant located in the east . do you want a reservation ? </s><s> user:  yes please 6 people , at 14:45 on thursday . </s><s> agent:  booking was successful . the table will be reserved for 15 minutes . reference number is : ref . </s><s> user:  i also want to book a taxi to commute between the 2 place -s . </s><s> agent:  okay ! when would you like to depart ? </s><s> user:  i would just to arrive by the time for the reservation . can i have the contact number and car type please ? </s><s> agent:  i booked you a black volkswagen and the contact number is 07208024782 . is there anything else i can help you with today ? </s><s> user:  no , that 's all . thanks , goodbye . </s><s> agent:  you 're welcome have a great day","you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should be in the centre and should serve food.  make sure you get phone number, postcode,"
"user:  i am trying to find a hotel called worth house . can you help me ? </s><s> agent:  sure . worth house is located in the east at 152 chesterton road . it 's phone number is 1223316074 . would you like me to help you book it ? </s><s> user:  great ! yes please book it for 8 people and for 3 nights . </s><s> agent:  i can get that reserved for you . what dates will you need to stay at worth house ? </s><s> user:  i will be for 3 nights starting this thursday . </s><s> agent:  i have that booked for you and your reference number is ftvoqphp . </s><s> user:  i also need a train . </s><s> agent:  okay ! what day are you needing to take the train ? where would you like to go ? do you know where you would like to depart ? </s><s> user:  i would like to leave on sunday from cambridge . </s><s> agent:  what is your destination ? also , what time do you want to leave or arrive , please ? </s><s> user:  the train should leave after 10:45 and should go to bishops stortford . </s><s> agent:  the first train leaving cambridge for bishops stortford on sunday departs at 11:29 and arrives at 12:07 . would you like to book tickets ? </s><s> user:  yes book the tickets please . </s><s> agent:  you are booked . your reference number is ftvoqphp </s><s> user:  thanks , that 's all i need . goodbye . </s><s> agent:  thank you , goodbye !",you are planning your trip in cambridge.  you are looking for a particular hotel. its name is called.  once you find the hotel you want to book it for and starting from.  make sure you get the reference number.
"user:  find me a train that leaves on sunday after 14:00 please </s><s> agent:  certainly . where are you headed ? </s><s> user:  i am leaving norwich going to cambridge on sunday and i need a train that leaves the station any time after 14:00 </s><s> agent:  tr5234 will leave at 14:16 , would that work for you ? </s><s> user:  yes . give me the ref number please . </s><s> agent:  in order to get a ref number i must complete a booking first . how many tickets would you like me to book for you ? </s><s> user:  i would like 1 train ticket please . </s><s> agent:  your reservation for 1 ticket on the tr5234 train was successful . your reference number is : ref . is there anything else i can do for you ? </s><s> user:  yes i am looking for a moderate priced place to eat in the east . phone # , postcode and food type please </s><s> agent:  you have 3 options for moderate -ly priced restaurant -s . do you prefer indian or italian food ? </s><s> user:  i would prefer italian but indian would be good as well . i will need the phone number and postcode of the restaurant . thanks ! </s><s> agent:  the place is called the curry prince and the phone number is : 01223566388 and the post code is : cb58jj . </s><s> user:  thanks for helping me with this . i appreciate it ! goodbye ! </s><s> agent:  my pleasure . have a great day .",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get the reference number.
"user:  i am traveling to cambridge and looking forward to try local restaurant -s . </s><s> agent:  i would be happy to help . there are lots of great restaurant -s in town ! do you what to try a particular type of food ? </s><s> user:  i still need to discuss restaurant -s details with a couple people first , can i start by looking for a 4 star place to stay in the south with free parking please ? </s><s> agent:  i have 2 guest house that match your criteria , do you have a price preference ? </s><s> user:  do they have wifi ? </s><s> agent:  yes and they are a number without </s><s> user:  okay , which place do you recommend ? </s><s> agent:  i recommend rosa 's bed and breakfast . could i book a stay for you ? </s><s> user:  not now . i am also looking for a place to dine </s><s> agent:  there are several restaurant -s , what type of food would you like ? </s><s> user:  i would like a japanese place in the cheap range . </s><s> agent:  there 's nothing matching that . do you have any other criteria ? </s><s> user:  can we search for portuguese instead ? </s><s> agent:  there is 1 place available called the nandos ! would you like for me to book a table ? </s><s> user:  that sounds lovely . i would like to book it for saturday , for 7 people , at 14:15 . </s><s> agent:  your booking for 7 at 14:15 was successful ! the reference number is ref . may we help you with anything else ? </s><s> user:  i also want a taxi </s><s> agent:  where to and from , and what time will you need the taxi ? </s><s> user:  i want to book a taxi to commute between the 2 place -s . </s><s> agent:  at what time should it leave ? </s><s> user:  the most important thing is that it gets me to the restaurant in time for the reservation . i can leave the hotel whenever necessary . </s><s> agent:  okay . i have booked for you a yellow skoda . the contact number is 07314173329 </s><s> user:  thank you , that is all i need . </s><s> agent:  have a good day !","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to dine. the restaurant should serve food and should be in the south.  if there is no such restaurant, how about one that serves food.  once you find"
"user:  i am looking for a restaurant in the expensive price range and should be in the centre part of town . </s><s> agent:  do you have a certain type of cuisine in mind ? </s><s> user:  anything would be fine . </s><s> agent:  well , if you 're interested in something unusual , we have the bedouin , which serves african cuisine . or there 's the more traditional cote , which serves french cuisine . </s><s> user:  thank you what is the address and what is the pesticide for bedouln . what fun attractions are near by ? </s><s> agent:  the address for bedouin is 100 mill road city centre and the postcode is cb12bd . what kind of attraction are you looking for ? </s><s> user:  i am looking for a college , fairly close to the restaurant , if at all possible . </s><s> agent:  there are many colleges in the area i recommend corpus christi it costs 2 pounds but is beautiful . a free college is emmanuel college . can i help with anything else ? </s><s> user:  i need a taxi to help me get around between the 2 area -s . i want to leave the restaurant at 12:00 . </s><s> agent:  first , let 's determine which of the 2 colleges you would like to be your destination after the restaurant . </s><s> user:  i would like to go to emmanuel college from the restaurant . </s><s> agent:  your all set , look for a red lexus , the contact number is 07138753925 , can i assist with anything else ? </s><s> user:  thanks ! no that 's it ! </s><s> agent:  thanks for calling - and enjoy your trip ! goodbye !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a restaurant. the restaurant should serve food and should be in the expensive price range.  make sure you get address and postcode.
"user:  i need a place to dine in the center that serves modern european food . </s><s> agent:  we have 4 different place -s . do you prefer a specific price range ? </s><s> user:  can any of them accommodate a table of 3 at 19:00 on sunday ? </s><s> agent:  i was able to book de luca cucina and bar ref </s><s> user:  that 's great . thank you so much . </s><s> agent:  glad i was able to help . do you need anymore help today ? </s><s> user:  i would also like to find a 3 star hotel that include -s parking . can you help me with that ? </s><s> agent:  sure . the gonville hotel is located in the centre and the lensfield hotel is in the south . would you like me to book a stay ? </s><s> user:  yes please . i would prefer to stay in the center . </s><s> agent:  when would you like to check in at the gonville hotel ? </s><s> user:  i need it for 4 nights starting on sunday for 3 people please . </s><s> agent:  done ! your reference number is ref . can i help you with anything else ? </s><s> user:  no thank you that will be all </s><s> agent:  you 're welcome , have a great day !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to dine. the restaurant should be in the centre and should serve modern european food.  once you find
"user:  i need a place to stay </s><s> agent:  and what area would you like ? </s><s> user:  no specific area but it needs to have 2 stars and area needs to be in the north . it also needs to include free wifi . </s><s> agent:  the ashley hotel and lovell lodge both fit your description . do you want information on these ? </s><s> user:  book for me 1 of your choice for 7 people and 2 nights starting on wednesday . </s><s> agent:  ok , i booked you at the ashley hotel , ref # ref . can i help you with anything else today ? </s><s> user:  yes i would like to find a park to visit . </s><s> agent:  there are 5 parks . which side do you prefer ? </s><s> user:  i do not care i need the phone number and address </s><s> agent:  the sheep 's green and lammas land park is at fen causeway newnham road , its phone number is 01223302580 </s><s> user:  that sounds like a lot of fun . thanks for all your help . i am happy with your service . goodbye . </s><s> agent:  i am glad i could be of help . enjoy your trip .","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should have and should be in the north.  once you find the hotel you want to book it for and starting from.  if the booking fails how about.  make sure you get phone number, address, and address."
"user:  i am looking for information on a hotel , the carolina bed and breakfast . </s><s> agent:  its a moderate -ly priced 4 star t hotel with internet . do you need any more info ? </s><s> user:  can you book it for me ? </s><s> agent:  yes . when would you like me to book it for and how many people ? </s><s> user:  i would like to book it for 2 nights starting tuesday for 5 people </s><s> agent:  your booking was successful and reference number is ref . can i help you with anything else today ? </s><s> user:  yeah , i need a train to get to cambridge by 13:45 . </s><s> agent:  okay what day would you like to travel and where are you departing from ?",you are planning your trip in cambridge.  you are looking for a particular hotel. its name is called.  once you find the hotel you want to book it for and starting from.  make sure you get the reference number.
"user:  i am traveling to cambridge and looking forward to try local restaurant -s . </s><s> agent:  great , we have a number of restaurant -s available . are you interested in a particular type of food ? </s><s> user:  no , thank you ! i am looking for a train that departs on monday , though . can you please help me with that ? </s><s> agent:  what are your departure and arrival stations , and what time of day do you need to travel ? </s><s> user:  i want to leave from cambridge traveling to norwich , arriving by 18:30 . </s><s> agent:  tr8504 will leave at 16:36 and arrive by 17:55 . do you need more information or would you like to book now ? </s><s> user:  yes i am looking for a particular restaurant called shanghai family restaurant . </s><s> agent:  okay shanghai family restaurant is located in the centre and is moderate -ly priced . </s><s> user:  what 's the food type ? </s><s> agent:  the shanghai family restaurant serves chinese food . would you like for me to book a table for you ? </s><s> user:  no , that is all the information i need . thank you . </s><s> agent:  ok , have a great day !",you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should serve food and should be in the moderate price range.  once you find
"user:  i am traveling to cambridge and looking forward to try local restaurant -s . </s><s> agent:  are you looking for something in particular ? </s><s> user:  yes . it 's called the golden wok . </s><s> agent:  ok . golden wok is located at 191 histon road . would you like me to book a table for you ? </s><s> user:  book a table for 8 people at 15:45 on tuesday . </s><s> agent:  okay , your booking was successful . the table will be reserved for 15 minutes , and your reference number is ref </s><s> user:  thank you . i also need to find a train . </s><s> agent:  i 'll be happy to assist you with that . where would you like to depart from and go to ? </s><s> user:  i will be departing from cambridge to norwich on wednesday and the train should arrive norwich by 16:45 </s><s> agent:  tr0031 leaves cambridge at 14:36 and arrives in norwich at 15:55 . total travel time is 79 minutes . the cost is 17.60 pounds . will that meet your needs ? </s><s> user:  yes , that s all tge info i need thanks </s><s> agent:  would you like to book tickets ? or is there anything else i can help you with today ? </s><s> user:  yep your awesome thanks </s><s> agent:  okay , glad you enjoyed ! have a good day .",you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should serve food and should be in the expensive price range.  once you find the restaurant you want to book a table for at on.  make sure you get the reference number.
"user:  can you help me find a place to go in the east ? </s><s> agent:  we have 5 very nice attractions in the east , do you have an idea of type of activity that would best match your needs ? </s><s> user:  is there a museum i could go to on that side of town ? if so , please provide phone number , address , and postcode . </s><s> agent:  yes , there are 4 museums . 3 are free and 1 has a 5 pound entrance fee . are you looking for a gallery ? </s><s> user:  what do you recommend ? </s><s> agent:  cambridge artworks is wonderful ! they are located at 5 greens road cb13ef . there phone number is 01223902168 . </s><s> user:  i am also looking for a place to eat . i do n't mind where , but i want an expensive chinese place . </s><s> agent:  there are 9 options that fit your criteria . would you like a recommendation or would you like to narrow it down further ? </s><s> user:  a recommendation would be fine . can i get the area they 're in and post code ? </s><s> agent:  i recommend yu garden . it is located in the east . the address is 529 newmarket road fen ditton . postcode cb58pa . </s><s> user:  i would also like to book a taxi between the 2 place -s . i would like to leave the restaurant by 02:30 </s><s> agent:  ok . i booked a taxi for you . it is a blue audi and the contact number is 07155610417 . </s><s> user:  thank you . that 's all i needed . </s><s> agent:  you 're welcome , goodbye !","you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should be in the east and should serve food.  make sure you get phone number, address,"
